subject,prefix,author_prefix,dcterms:creator,author_last_first,rdfs:label,dcterms:title,schema:encodingFormat,schema:bookFormat
Twilight_03,authors,:,Stephenie_Meyer,"Meyer, Stephanie",Stephanie Meyer,Twilight 03 - Eclipse,mobi,schema:Ebook
Twilight_04,authors,:,Stephenie_Meyer,"Meyer, Stephanie",Stephanie Meyer,Twilight 04 - Breaking Dawn,mobi,schema:Ebook
Iron_Council,authors,:,China_Mieville,"Mieville, China",China Mieville,Iron Council,mobi,schema:Ebook
Kraken,authors,:,China_Mieville,"Mieville, China",China Mieville,Kraken,mobi,schema:Ebook
Perdido_Street_Station,authors,:,China_Mieville,"Mieville, China",China Mieville,Perdido Street Station,mobi,schema:Ebook
City_City,authors,:,China_Mieville,"Mieville, China",China Mieville,The City & The City,mobi,schema:Ebook
Scar,authors,:,China_Mieville,"Mieville, China",China Mieville,The Scar,mobi,schema:Ebook
Crucible,authors,:,Arthur_Miller,"Miller, Arthur",Arthur Miller,The Crucible,mobi,schema:Ebook
Tropic_of_Cancer,authors,:,Henry_Miller,"Miller, Henry",Henry Miller,Tropic of Cancer,mobi,schema:Ebook
Canticle_for_Leibowitz,authors,:,Walter_Miller,"Miller, Walter M.",Walter M. Miller,A Canticle for Leibowitz,mobi,schema:Ebook
Machine_of_Death,authors,:,Misc,Misc.,Misc.,Machine of Death,mobi,schema:Ebook
Cloud_Atlas,authors,:,David_Mitchell,"Mitchell, David",David Mitchell,Cloud Atlas,mobi,schema:Ebook
Thousand_Autumns_Jacob_de_Zoet,authors,:,David_Mitchell,"Mitchell, David",David Mitchell,The Thousand Autumns of Jacob de Zoet,mobi,schema:Ebook
Gone_with_Wind,authors,:,Margaret_Mitchell,"Mitchell, Margaret",Margaret Mitchell,Gone with the Wind,mobi,schema:Ebook
Dirty_Job,authors,:,Christopher_Moore,"Moore, Christopher",Christopher Moore,A Dirty Job,mobi,schema:Ebook
Bite_Me,authors,:,Christopher_Moore,"Moore, Christopher",Christopher Moore,Bite Me,mobi,schema:Ebook
Bloodsucking_Fiends,authors,:,Christopher_Moore,"Moore, Christopher",Christopher Moore,Bloodsucking Fiends,mobi,schema:Ebook
Fool,authors,:,Christopher_Moore,"Moore, Christopher",Christopher Moore,Fool,mobi,schema:Ebook
Lust_Lizard_Melancholy_Cove,authors,:,Christopher_Moore,"Moore, Christopher",Christopher Moore,The Lust Lizard of Melancholy Cove,mobi,schema:Ebook
You_Suck,authors,:,Christopher_Moore,"Moore, Christopher",Christopher Moore,You Suck,mobi,schema:Ebook
Dude_Wheres_My_Country,authors,:,Michael_Moore,"Moore, Michael",Michael Moore,"Dude, Where's My Country",mobi,schema:Ebook
Takeshi_Kovacs_01,authors,:,Richard_Morgan,"Morgan, Richard",Richard Morgan,Takeshi Kovacs 01 - Altered Carbon,mobi,schema:Ebook
Takeshi_Kovacs_02,authors,:,Richard_Morgan,"Morgan, Richard",Richard Morgan,Takeshi Kovacs 02 - Broken Angels,mobi,schema:Ebook
Takeshi_Kovacs_03,authors,:,Richard_Morgan,"Morgan, Richard",Richard Morgan,Takeshi Kovacs 03 - Woken Furies,mobi,schema:Ebook
Colonel_Roosevelt,authors,:,Edmund_Morris,"Morris, Edmund",Edmund Morris,Colonel Roosevelt,mobi,schema:Ebook
Rise_Theodore_Roosevelt,authors,:,Edmund_Morris,"Morris, Edmund",Edmund Morris,The Rise of Theodore Roosevelt,mobi,schema:Ebook
Theodore_Rex,authors,:,Edmund_Morris,"Morris, Edmund",Edmund Morris,Theodore Rex,mobi,schema:Ebook
Suck_It_Wonder_Woman,authors,:,Olivia_Munn,"Munn, Olivia",Olivia Munn,"Suck It, Wonder Woman!",mobi,schema:Ebook
Pound_of_Prevention,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,A Pound of Prevention,mobi,schema:Ebook
Air_Raid,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Air Raid,mobi,schema:Ebook
American_Obsession,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,American Obsession,mobi,schema:Ebook
An_Old_Fashioned_War,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,An Old Fashioned War,mobi,schema:Ebook
Angry_White_Mailmen,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Angry White Mailmen,mobi,schema:Ebook
Arabian_Nightmare,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Arabian Nightmare,mobi,schema:Ebook
Bamboo_Dragon,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Bamboo Dragon,mobi,schema:Ebook
Bidding_War,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Bidding War,mobi,schema:Ebook
Blood_Lust,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Blood Lust,mobi,schema:Ebook
Blood_Ties,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Blood Ties,mobi,schema:Ebook
Bloody_Tourists,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Bloody Tourists,mobi,schema:Ebook
Blue_Smoke_and_Mirrors,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Blue Smoke and Mirrors,mobi,schema:Ebook
By_Eminent_Domain,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,By Eminent Domain,mobi,schema:Ebook
Coin_of_Realm,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Coin of the Realm,mobi,schema:Ebook
Cold_Warrior,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Cold Warrior,mobi,schema:Ebook
Dark_Horse,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Dark Horse,mobi,schema:Ebook
Date_With_Death,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Date With Death,mobi,schema:Ebook
Deadly_Genes,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Deadly Genes,mobi,schema:Ebook
Death_Sentence,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Death Sentence,mobi,schema:Ebook
Disloyal_Opposition,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Disloyal Opposition,mobi,schema:Ebook
Encounter_Group,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Encounter Group,mobi,schema:Ebook
Engines_of_Destruction,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Engines of Destruction,mobi,schema:Ebook
Fade_to_Black,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Fade to Black,mobi,schema:Ebook
Failing_Marks,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Failing Marks,mobi,schema:Ebook
Father_to_Son,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Father to Son,mobi,schema:Ebook
Feast_or_Famine,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Feast or Famine,mobi,schema:Ebook
Feeding_Frenzy,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Feeding Frenzy,mobi,schema:Ebook
Ghost_in_Machine,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Ghost in the Machine,mobi,schema:Ebook
Ground_Zero,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Ground Zero,mobi,schema:Ebook
High_Priestess,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,High Priestess,mobi,schema:Ebook
Hostile_Takeover,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Hostile Takeover,mobi,schema:Ebook
Identity_Crisis,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Identity Crisis,mobi,schema:Ebook
Infernal_Revenue,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Infernal Revenue,mobi,schema:Ebook
Killer_Watts,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Killer Watts,mobi,schema:Ebook
Last_Dragon,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Last Dragon,mobi,schema:Ebook
Last_Rites,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Last Rites,mobi,schema:Ebook
Line_of_Succession,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Line of Succession,mobi,schema:Ebook
Look_Into_My_Eyes,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Look Into My Eyes,mobi,schema:Ebook
Lords_of_Earth,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Lords of the Earth,mobi,schema:Ebook
Lost_Yesterday,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Lost Yesterday,mobi,schema:Ebook
Market_Forces,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Market Forces,mobi,schema:Ebook
Misfortune_Teller,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Misfortune Teller,mobi,schema:Ebook
Mob_Psychology,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Mob Psychology,mobi,schema:Ebook
Prophet_of_Doom,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Prophet of Doom,mobi,schema:Ebook
Rain_of_Terror,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Rain of Terror,mobi,schema:Ebook
Return_Engagement,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Return Engagement,mobi,schema:Ebook
Scorched_Earth,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Scorched Earth,mobi,schema:Ebook
Shooting_Schedule,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Shooting Schedule,mobi,schema:Ebook
Skull_Duggery,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Skull Duggery,mobi,schema:Ebook
Sole_Survivor,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Sole Survivor,mobi,schema:Ebook
Sue_Me,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Sue Me,mobi,schema:Ebook
Survival_Course,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Survival Course,mobi,schema:Ebook
Syndication_Rites,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Syndication Rites,mobi,schema:Ebook
Target_of_Opportunity,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Target of Opportunity,mobi,schema:Ebook
Terminal_Transmission,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Terminal Transmission,mobi,schema:Ebook
Arms_of_Kali,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Arms of Kali,mobi,schema:Ebook
Color_of_Fear,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Color of Fear,mobi,schema:Ebook
Eleventh_Hour,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Eleventh Hour,mobi,schema:Ebook
Empire_Dreams,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Empire Dreams,mobi,schema:Ebook
End_of_Beginning,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The End of the Beginning,mobi,schema:Ebook
End_of_Game,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The End of the Game,mobi,schema:Ebook
Final_Crusade,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Final Crusade,mobi,schema:Ebook
Final_Reel,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Final Reel,mobi,schema:Ebook
Last_Alchemist,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Last Alchemist,mobi,schema:Ebook
Last_Monarch,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Last Monarch,mobi,schema:Ebook
Seventh_Stone,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Seventh Stone,mobi,schema:Ebook
Sky_is_Falling,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Sky is Falling,mobi,schema:Ebook
Wrong_Stuff,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,The Wrong Stuff,mobi,schema:Ebook
Total_Recall,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Total Recall,mobi,schema:Ebook
Troubled_Waters,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Troubled Waters,mobi,schema:Ebook
Ultimate_Death,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Ultimate Death,mobi,schema:Ebook
Unite_and_Conquer,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Unite and Conquer,mobi,schema:Ebook
Unnatural_Selection,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Unnatural Selection,mobi,schema:Ebook
Walking_Wounded,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Walking Wounded,mobi,schema:Ebook
Waste_Not_Want_Not,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,"Waste Not, Want Not",mobi,schema:Ebook
White_Water,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,White Water,mobi,schema:Ebook
Wolfs_Bain,authors,:,Warren_Murphy,"Murphy, Warren",Warren Murphy,Wolf's Bain,mobi,schema:Ebook
Lolita,authors,:,Vladimir_Nabokov,"Nabokov, Vladimir",Vladimir Nabokov,Lolita,mobi,schema:Ebook
Basic_Writing_of_Nietzsche,authors,:,Friedrick_Nietzsche,"Nietzsche, Friedrich",Friedrich Nietzsche,Basic Writing of Nietzsche,mobi,schema:Ebook
Beyond_Good_and_Evil,authors,:,Friedrick_Nietzsche,"Nietzsche, Friedrich",Friedrich Nietzsche,Beyond Good and Evil,mobi,schema:Ebook
Time_Travelers_Wife,authors,:,Audrey_Niffenegger,"Niffenegger, Audrey",Audrey Niffenegger,The Time Traveler's Wife,mobi,schema:Ebook
Ringworld,authors,:,Larry_Niven,"Niven, Larry",Larry Niven,Ringworld,mobi,schema:Ebook
Aubrey_Maturin_01,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 01 - Master and Commander,mobi,schema:Ebook
Aubrey_Maturin_02,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 02 - Post Captain,mobi,schema:Ebook
Aubrey_Maturin_03,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 03 - H.M.S. Surprise,mobi,schema:Ebook
Aubrey_Maturin_04,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 04 - The Mauritius Command,mobi,schema:Ebook
Aubrey_Maturin_05,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 05 - Desolation Island,mobi,schema:Ebook
Aubrey_Maturin_06,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 06 - The Fortune of War,mobi,schema:Ebook
Aubrey_Maturin_07,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 07 - The Surgeon's Mate,mobi,schema:Ebook
Aubrey_Maturin_08,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 08 - The Ionian Mission,mobi,schema:Ebook
Aubrey_Maturin_09,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 09 - Treason's Harbour,mobi,schema:Ebook
Aubrey_Maturin_10,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 10 - The Far Side of the World,mobi,schema:Ebook
Aubrey_Maturin_11,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 11 - The Reverse Of The Medal,mobi,schema:Ebook
Aubrey_Maturin_12,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 12 - The Letter Of Marque,mobi,schema:Ebook
Aubrey_Maturin_13,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 13 - The Thirteen Gun Salute,mobi,schema:Ebook
Aubrey_Maturin_14,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 14 - The Nutmeg Of Consolation,mobi,schema:Ebook
Aubrey_Maturin_15,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 15 - Clarissa Oakes,mobi,schema:Ebook
Aubrey_Maturin_16,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 16 - The Wine-Dark Sea,mobi,schema:Ebook
Aubrey_Maturin_17,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 17 - The Commodore,mobi,schema:Ebook
Aubrey_Maturin_18,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 18 - The Yellow Admiral,mobi,schema:Ebook
Aubrey_Maturin_19,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 19 - The Hundred Days,mobi,schema:Ebook
Aubrey_Maturin_20,authors,:,Patrick_OBrian,"O'Brian, Patrick",Patrick O'Brian,Aubrey Maturin 20 - Blue at the Mizzen,mobi,schema:Ebook
Everything_That_Rises_Must_Converge,authors,:,Flannery_OConnor,"O'Connor, Flannery",Flannery O'Connor,Everything That Rises Must Converge,mobi,schema:Ebook
Wise_Blood,authors,:,Flannery_OConnor,"O'Connor, Flannery",Flannery O'Connor,Wise Blood,mobi,schema:Ebook
Netherland,authors,:,Joseph_ONeill,"O'Neill, Joseph",Joseph O'Neill,Netherland,mobi,schema:Ebook
Audacity_of_Hope,authors,:,Barack_Obama,"Obama, Barack",Barack Obama,The Audacity of Hope,mobi,schema:Ebook
NineteenEightyFour,authors,:,George_Orwell,"Orwell, George",George Orwell,1984,mobi,schema:Ebook
Animal_Farm,authors,:,George_Orwell,"Orwell, George",George Orwell,Animal Farm,mobi,schema:Ebook
I_Am_Ozzy,authors,:,Ozzy_Osbourne,"Osbourne, Ozzy",Ozzy Osbourne,I Am Ozzy,mobi,schema:Ebook
Common_Sense_and_Rights_of_Man,authors,:,Thomas_Paine,"Paine, Thomas",Thomas Paine,Common Sense and The Rights of Man,mobi,schema:Ebook
Choke,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Choke,mobi,schema:Ebook
Diary,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Diary,mobi,schema:Ebook
Fight_Club,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Fight Club,mobi,schema:Ebook
Fugitives_and_Refugees,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Fugitives and Refugees,mobi,schema:Ebook
Haunted,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Haunted,mobi,schema:Ebook
Invisible_Monsters,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Invisible Monsters,mobi,schema:Ebook
Lullaby,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Lullaby,mobi,schema:Ebook
Pygmy,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Pygmy,mobi,schema:Ebook
Rant,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Rant,mobi,schema:Ebook
Snuff,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Snuff,mobi,schema:Ebook
Survivor,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Survivor,mobi,schema:Ebook
Tell-All,authors,:,Chuck_Palahniuk,"Palahniuk, Chuck",Chuck Palahniuk,Tell-All,mobi,schema:Ebook
Going_Rogue,authors,:,Sarah_Palin,"Palin, Sarah",Sarah Palin,Going Rogue,mobi,schema:Ebook
Inheritance_Cycle_01,authors,:,Christopher_Paolini,"Paolini, Christopher",Christopher Paolini,The Inheritance Cycle 01 - Eragon,mobi,schema:Ebook
Inheritance_Cycle_02,authors,:,Christopher_Paolini,"Paolini, Christopher",Christopher Paolini,The Inheritance Cycle 02 - Eldest,mobi,schema:Ebook
Inheritance_Cycle_03,authors,:,Christopher_Paolini,"Paolini, Christopher",Christopher Paolini,The Inheritance Cycle 03 - Brisingr,mobi,schema:Ebook
Spenser_01,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 01 - The Godwulf Manuscript,mobi,schema:Ebook
Spenser_02,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 02 - God Save the Child,mobi,schema:Ebook
Spenser_03,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 03 - Mortal Stakes,mobi,schema:Ebook
Spenser_04,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 04 - Promised Land,mobi,schema:Ebook
Spenser_05,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 05 - The Judas Goat,mobi,schema:Ebook
Spenser_06,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 06 - Looking for Rachel Wallace,mobi,schema:Ebook
Spenser_07,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 07 - Early Autumn,mobi,schema:Ebook
Spenser_08,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 08 - A Savage Place,mobi,schema:Ebook
Spenser_09,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 09 - Ceremony,mobi,schema:Ebook
Spenser_10,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 10 - The Widening Gyre,mobi,schema:Ebook
Spenser_11,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 11 - Valediction,mobi,schema:Ebook
Spenser_12,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 12 - A Catskill Eagle,mobi,schema:Ebook
Spenser_13,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 13 - Taming a Sea Horse,mobi,schema:Ebook
Spenser_14,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 14 - Pale Kings and Princes,mobi,schema:Ebook
Spenser_15,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 15 - Crimson Joy,mobi,schema:Ebook
Spenser_16,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 16 - Playmates,mobi,schema:Ebook
Spenser_17,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 17 - Stardust,mobi,schema:Ebook
Spenser_18,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 18 - Pastime,mobi,schema:Ebook
Spenser_19,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 19 - Double Deuce,mobi,schema:Ebook
Spenser_20,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 20 - Paper Doll,mobi,schema:Ebook
Spenser_21,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 21 - Walking Shadow,mobi,schema:Ebook
Spenser_22,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 22 - Thin Air,mobi,schema:Ebook
Spenser_23,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 23 - Chance,mobi,schema:Ebook
Spenser_24,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 24 - Small Vices,mobi,schema:Ebook
Spenser_25,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 25 - Sudden Mischief,mobi,schema:Ebook
Spenser_26,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 26 - Hush Money,mobi,schema:Ebook
Spenser_27,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 27 - Hugger Mugger,mobi,schema:Ebook
Spenser_28,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 28 - Potshot,mobi,schema:Ebook
Spenser_29,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 29 - Widow's Walk,mobi,schema:Ebook
Spenser_30,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 30 - Back Story,mobi,schema:Ebook
Spenser_31,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 31 - Bad Business,mobi,schema:Ebook
Spenser_32,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 32 - Cold Service,mobi,schema:Ebook
Spenser_33,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 33 - School Days,mobi,schema:Ebook
Spenser_34,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 34 - Hundred Dollar Baby,mobi,schema:Ebook
Spenser_35,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 35 - Now and Then,mobi,schema:Ebook
Spenser_36,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 36 - Rough Weather,mobi,schema:Ebook
Spenser_37,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 37 - The Professional,mobi,schema:Ebook
Spenser_38,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Spenser 38 - Painted Ladies,mobi,schema:Ebook
Stone_01,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Stone 01 - Night Passage,mobi,schema:Ebook
Stone_02,authors,:,Robert_B_Parker,"Parker, Robert B.",Robert B. Parker,Stone 02 - Trouble in Paradise,mobi,schema:Ebook
